filename,text,position,color,font,size,length,fileLength
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Expanded Sub-Processes,19809,#009385,Segoe,15,22,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"Sub-processes can be represented in an expanded or collapsed way. In this example, the Travel Request process is depicted with an expanded Booking sub- process. The activities within the sub-process are part of the main process. This is a single process represented in a single diagram.",19810,#6c6c6c,Segoe,11,283,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Diagram 14. Expanded Sub-process Example,20210,#8db3e1,Segoe,7,40,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Copyright © 2014 | Bizagi Confidential Recruitment and Selection   |  19,20217,#486173,Segoe,10,70,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Collapsed Sub-Processes,20694,#009385,Segoe,15,23,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"In this example, unlike the previous one, the Travel Request process is depicted with a collapsed Bookings sub-process.",20695,#6c6c6c,Segoe,11,118,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Diagram 15. Collapsed Sub-process Example,20877,#8db3e1,Segoe,7,41,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,The details of the Bookings Sub-process are depicted in a separate diagram.,20878,#6c6c6c,Segoe,11,75,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Diagram 16. Bookings sub-process diagram,21183,#8db3e1,Segoe,7,40,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,This is a single process depicted in two diagrams: one diagram for the parent process and one diagram for the sub-process. Note that both expanded and collapsed depictions are visual variations of the same single Travel Request process.,21185,#6c6c6c,Segoe,11,233,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Copyright © 2014 | Bizagi Confidential Recruitment and Selection   |  20,21196,#486173,Segoe,10,70,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Using Call Activities,21673,#009385,Segoe,15,21,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"In this example, the Travel Request process is depicted with a collapsed Call Activity (Reusable sub-process) “Bookings”. This diagram introduces the concept of Reusable processes. In this case, the Bookings are not a sub-process of Travel Request but separate independent process that is called (re-used) within the Travel Request process.",21674,#6c6c6c,Segoe,11,336,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Diagram 17. Call Activity Example,21872,#8db3e1,Segoe,7,33,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,The diagram associated with the invoked process is:,21873,#6c6c6c,Segoe,11,51,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Diagram 18. Bookings sub-process diagram,22175,#8db3e1,Segoe,7,40,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"We thus have two processes each in their own diagrams (2 processes, 2 diagrams). Note the Call Activities are represented with highlighted edges",22177,#6c6c6c,Segoe,11,143,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Copyright © 2014 | Bizagi Confidential Recruitment and Selection   |  21,22213,#486173,Segoe,10,70,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,BPMN elements summary,22690,#2f636d,Segoe,18,21,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,We have seen in the previous examples how some BPMN graphical elements have been used. These BPMN elements are classified into four categories:,22691,#6c6c6c,Segoe,11,142,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Flow Objects:,22693,#202c34,Segoe,14,13,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"These are the chief graphical elements that define the behavior of the processes. Among the Flow Objects, we find:",22694,#6c6c6c,Segoe,11,113,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Events: They consist of something that happens in the course of a,22696,#6c6c6c,Symbol,11,67,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"business process; they affect the flow of the process and usually have a cause and a result. In the above examples we use start, end and timer; these elements are events and are classified in 3 types. Start Events Intermediate Events End Events BPMN includes many ways of starting or ending a process, and there are also many things that can happen in the course of the process, for this reason there are different types of starting events, end events and intermediate events.",22697,#6c6c6c,Segoe,11,466,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Activities: These represent the work that is carried out as part of a,22790,#6c6c6c,Symbol,11,71,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"business process. The activities may be compound or not, which is why we use examples of two existing types of activity: Task Sub-processes",22791,#6c6c6c,Segoe,11,136,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Copyright © 2014 | Bizagi Confidential Recruitment and Selection   |  22,23033,#486173,Segoe,10,70,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"As we saw in the previous examples, there are different kinds of tasks: Simple, automatic, manual, user, and others- There are also different kinds of sub-processes: embedded, reusable, etc. Having these different kinds of elements available allow us to diagram the processes in greater depth, thereby providing more information and clarity to the user.",23511,#6c6c6c,Segoe,11,348,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Gateways: These are modeling elements used to control the,23517,#6c6c6c,Symbol,11,59,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,divergence and convergence of the flow. There are 5 types of gateways:,23518,#6c6c6c,Segoe,11,69,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,o Exclusive Gateway o Gateway Based on events o Parallel Gateway o Inclusive Gateway o Complex Gateway,23610,#6c6c6c,Courier,11,98,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"In the examples given in this document we were able to see the use of the exclusive, based on events, parallel and inclusive gateways.",23615,#6c6c6c,Segoe,11,133,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Connection Objects:,23618,#202c34,Segoe,14,19,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"These are the elements used to connect two objects in the process flow. Among the examples used were the Sequence Lines, which connect flow objects and Associations, which are the dotted lines to help us associate notations in some flows. There are 3 types of connection objects:",23619,#6c6c6c,Segoe,11,275,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Sequence Lines  Associations,23624,#6c6c6c,Symbol,11,30,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Copyright © 2014 | Bizagi Confidential Recruitment and Selection   |  23,23631,#486173,Segoe,10,70,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Message Lines,24108,#6c6c6c,Symbol,11,15,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Swim Lanes:,24110,#202c34,Segoe,14,11,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"These are elements used to organize flow activities in different visual categories which represent functional areas, roles or responsibilities.",24111,#6c6c6c,Segoe,11,142,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Pools  Lanes,24113,#6c6c6c,Symbol,11,14,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Artifacts:,24116,#202c34,Segoe,14,10,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Artifacts are used to provide additional information about the process. In the examples some notations were used in the flow. There are three types:,24117,#6c6c6c,Segoe,11,146,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf, Data Objects  Groups  Annotations,24120,#6c6c6c,Symbol,11,35,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,Copyright © 2014 | Bizagi Confidential Recruitment and Selection   |  24,24137,#486173,Segoe,10,70,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,"If you wish to practice what you have learned, download bizagi’s Free Process Modeler at:",24614,#5f6d7b,Segoe,11,88,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,http://www.bizagi.com/en/bpm-suite/products/modeler,24617,#528135,Segoe,11,51,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,For more information please refer to: Mr White Introductory BPMN Document,24619,#009385,Segoe,11,72,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,http://www.omg.org/bpmn/Documents/Introduction_to_BPMN.pdf,24621,#6c8e3b,Segoe,11,58,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\3.4._Bizagi_advanced_examples.pdf,BPMN Specifications at:,24622,#009385,Segoe,11,23,28614
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,IT2Business,5043,#ffffff,Montserrat,42,11,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,IT Service Management,5044,#ffffff,Calibri,32,21,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Academiejaar 2022 - 2023,5045,#818285,Arial,18,24,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,IT2Business,10090,#ffffff,Montserrat,42,11,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Het belang van Service Management,10091,#ffffff,Arial,32,32,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Academiejaar 2022 - 2023,10093,#818285,Arial,18,24,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Algemene begrippen,10096,#ffffff,Arial,32,18,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Waarom Service Management (ITSM) implementeren in een organisatie ?,10365,,Arial,32,66,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Tastbaar resultaat voor klanten dmv diensten (services),10367,,Wingdings,24,57,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Klanten tevredenheid, klant is koning (customer intimacy) zijn belangrijk voor success",10369,,Arial,18,86,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Operationele en process uitmuntendheid zijn belangrijk bij een kwalitatief aanbod en oplevering.,10371,,Arial,18,95,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Dmv ITSM wordt de bedrijfs- en IT-diensten strategie met elkaar,10373,,Wingdings,24,65,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,geïntegreerd. (Kern van het vak IT-2-Business),10374,,Arial,24,46,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"▪ Om de oplevering van diensten te monitoren, meten en optimaliseren. ▪ Om IT investering en budgettering te beheren en controleren ▪ Kost optimalisatie, kost reductie",10375,,Wingdings,24,165,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Om kennis te managen en beheersen.  Doelstelling hier is,10381,,Wingdings,24,58,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,business continuïteit,10382,,Arial,24,21,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Om bedrijfscultuur veranderingen te managen. ▪ Om IT risico’s voor de business te managen. ▪ Om de relatie met de klant te verbeteren,10383,,Wingdings,24,133,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Klanten wensen een maximale bedrijfscontinuïteit,10387,,Arial,20,48,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Waarom Service Management (ITSM) implementeren in een organisatie ? (vervolg),10388,,Arial,32,76,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Service Management in de praktijk,10392,,Arial,42,33,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Geeft een leiddraad bij het leveren van kwalitatieve IT diensten,10394,,Arial,20,64,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Een universele (IT) taal,10396,,Arial,20,24,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Gebruik van gekende process praktijken voor de uitvoering en levering van IT diensten,10398,,Arial,20,84,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Platform en technologie onafhankelijke leiddraad. Deze leiddraad is beschreven in ITIL kader (v3 & v4),10401,,Arial,20,101,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,ITIL = Information Technology Infrastructure Library,10403,,Arial,24,52,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Wat is Service management?,10407,,Arial,24,26,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,– een set van organisatorische capaciteiten voor het leveren van,10408,,Arial,28,64,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,waarde aan de klant in de vorm van diensten,10409,,Calibri,28,43,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Wat is een Dienst ?,10410,,Arial,24,19,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,– een manier om klantenwaarde te genereren door doelstellingen te,10411,,Arial,28,65,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,faciliteren die klanten willen bereiken zonder eigenaar te zijn van specifieke kosten en risico's.,10412,,Calibri,28,97,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Service Management in de praktijk,10414,,Arial,42,33,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Bedrijfsnood naar Service Management,10418,,Calibri,24,36,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• De nood om continu te verbeteren. • IT diensten zijn er niet alleen om de organisatie te ondersteunen, maar ook om nieuwe mogelijkheden te bieden om de organisatiedoelstellingen te bereiken. • Bedrijven erkennen dat ze een hoge afhankelijkheid van IT diensten hebben",10419,,Arial,18,262,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Wat is IT Service ? Welke vragen beantwoord het ?,10426,,Calibri,24,49,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Één of meerdere IT systemen of processen die een business process mogelijk maken.,10428,,Calibri,14,81,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Kan men als business telkens op een gelijkaardige dienst rekenen ?,10430,,Calibri,14,66,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Komt de IT dienst overeen met de verwachtingen,10432,,Calibri,14,46,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Komt de IT dienst tegen een redelijke kost ?,10434,,Calibri,14,44,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Wie verleent IT services ?,10435,,Calibri,24,26,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"– Type 1: Interne service verlener (support technical team/ SME = subject matter expert ..) – Type 2: Gedeelde dienstverlening (cloud providers – bv AWS, Microsoft) – Type 3: Externe service verlener (bv managed service provider)",10436,,Arial,18,227,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Service Management in de praktijk,10439,,Arial,42,33,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Service management in de praktijk,10443,,Arial,42,33,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Functies, rollen en processen",10444,,Arial,24,29,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Functie,10445,,Wingdings,20,9,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Een team of zelfstandig groep mensen die dmv vaardigheden en hulpmiddelen activiteiten en taken uitvoeren,10446,,Arial,20,104,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Rol,10448,,Wingdings,20,5,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Een verzameling van verantwoordelijkheden, activiteiten en autorisatie die aan een person, team of functie wordt toegewezen.",10449,,Arial,20,123,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Process,10451,,Wingdings,20,9,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Een aantal activiteiten die opgezet zijn om een specifiek doel te bereiken en waarde te leveren aan klant of belanghebbenden.  Een process kent een input en een output. Proces is een strategische troef wanneer het concurrentievoordeel en marktdifferentiatie creëert,10452,,Arial,20,262,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,IT Service assets,10459,,Arial,42,17,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,▪ Middelen → tastbare assets,10460,,Wingdings,28,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• financieel vermogen, infrastructuur, applicaties, informatie en mensen (aantal",10461,,Arial,24,80,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"mensen), service tools, support documentatie, service level agreements",10462,,Calibri,22,70,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,– Capaciteiten → niet tastbare assets,10463,,Arial,28,37,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• management, organisatie, processen, kennis en mensen (vaardigheden en",10464,,Arial,24,71,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"ervaring), governance (beheer)",10465,,Calibri,22,30,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Wat zijn… Processen & KPI’s?,10470,,Arial,42,28,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Process karakteristieken,10471,,Arial,20,24,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,– meetbaar – Levert een specifiek resultaat (beschreven in de non-functional requirements) – Doelstelling voor klant of belanghebbende – Beantwoord een specifiek event/gebeurtenis,10472,,Arial,16,176,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Process Rol,10476,,Arial,20,11,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"– Process Owner : verantwoordelijk om het process te beschrijven en documenteren, de Key Performance Indicatoren (KPI’s) te definiëren, process verbeteringen te fasciliteren, opleiding van de mensen die het process uitvoeren te voorzien. – Process Manager - De Process Managers verantwoordelijkheid is de planning en coördinatie van alle activiteiten die nodig zijn voor de uitvoering van het process, alsook het monitoren en rapporteren over het process. – Process specifieke rollen – Verantwoordelijk voor specifieke taken binnen het process.",10477,,Arial,16,538,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,KPI‘s,10484,,Arial,20,5,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,– Key Performance Indicators (KPI‘s) zijn vooraf afgesproken metingen die de kritische succesfactoren van een proces weergeven.,10485,,Arial,16,126,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Het verschil tussen procedures en werkinstructies,10490,,Arial,42,48,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"Procedure – Een beschrijving van logisch gerelateerde activiteiten, alsook wie (welke rol) deze dient uit te voeren.  Een procedure kan over meerdere processen gaan.  Een procedure definieert wie wat doet. Werk instructie – Definieert hoe één of meerdere activiteiten van een procedure moeten uitgevoerd worden.",10492,,Arial,18,305,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,4 Ps van IT Service Management,10502,,Arial,42,30,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• People – vaardigheden, training, communicatie • Processes – acties en activiteiten, wijzigingen, doelstellingen • Products – tools, monitor, meten, verbeteren • Partners – experten, leveranciers",10503,,Arial,32,192,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,IT Maturiteit,10510,#ffffff,Calibri,32,13,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Maturiteitsniveaus van een IT organisatie,10590,,Arial,28,41,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,1 2 3 4 5,10712,,Arial,20,5,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Initial Repeatable Defined Managed Optimizing,10717,,Arial,12,41,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,niveau 1: Initial,10725,#2e2e2e,Arial,24,17,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• Processen en functies zijn ongeorganiseerd. • Toewijzing van middelen gebeurt geval per geval, activiteiten volgen geen vooraf gedefinieerd process gebaseerd op best-practices. • De betrokken IT-processen en functies zijn niet van cruciaal belang voor de kernactiviteit van de business. • Het succesvol uitvoeren van de activiteiten hangt of van de expertise en het opleidingsniveau van de uitvoerende individuen, niet van de bedrijfsstructuur of beschreven procedures.",10726,#262626,Arial,20,464,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,Maturiteitsniveaus,10734,,Arial,28,18,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,niveau 2: Herhaalbaar,11201,#2e2e2e,Arial,24,21,13006
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\4.0_ITSM_inleiding.pdf,"• Er is een projectaanpak gedefinieerd, specifieke ITIL processen en functies zijn geïmplementeerd. • Belanghebbenden en project doelstellingen worden op voorhand geïdentificeerd, met het doel om klantentevredenheid te verbeteren. • De nodige activiteiten zijn beschrijven, doch het hangt nog steeds van het individu af of ze succesvol worden uitgevoerd. • Er is (informele) opleiding zodat individuen het vooropgesteld process met de activiteiten kunnen uitvoeren. • Gedurende de implementatie kunnen een gebrek aan coördinatie of ondersteuning leiden tot menselijke fouten, onregelmatigheden of inefficientie.",11202,#262626,Arial,20,597,13006
